"Accident.Number","Date.and.Time","Number.of.Motor.Vehicles","Number.of.Injuries","Number.of.Fatalities","Property.Damage","Hit.and.Run","Collision.Type.Description","Weather.Description","Illumination.Description","Street.Address","City","Precinct","Latitude","Longitude","HarmfulDescriptions","Zip.Code","Year","Month","Season","Hour","Weekday","DayType","Accident","Fatality_category"
1.00002051401416e-313,2024-09-28 05:00:00,2,0,0,NA,"N","SIDESWIPE - SAME DIRECTION","RAIN","DAYLIGHT","HARDING PIKE & N KENNER AVE","NASHVILLE","WEST",36.12549,-86.84697,"","37205","2024","September","Fall","05","Saturday","Weekend","No Injuries","No Fatalities"
1.00002051687974e-313,2024-09-28 05:00:00,2,0,0,NA,"N","SIDESWIPE - SAME DIRECTION","RAIN","DAYLIGHT","2ND AVE S & 210C","NASHVILLE","CENTRA",36.1518,-86.76865,"","37210","2024","September","Fall","05","Saturday","Weekend","No Injuries","No Fatalities"
1.00002051954769e-313,2024-09-28 05:00:00,2,3,0,NA,"N","ANGLE","RAIN","DAYLIGHT","21ST AVE S & BEECHWOOD AVE","NASHVILLE","MIDTOW",36.12704,-86.80401,"MOTOR VEHICLE IN TRANSPORT","37212","2024","September","Fall","05","Saturday","Weekend","Injuries","No Fatalities"
1.00002052147455e-313,2024-09-28 05:00:00,3,0,0,NA,"Y","ANGLE","RAIN","DAYLIGHT","BOSCOBEL ST & S 9TH ST","NASHVILLE","EAST",36.17164,-86.75513,"","37206","2024","September","Fall","05","Saturday","Weekend","No Injuries","No Fatalities"
1.00002054360869e-313,2024-09-29 00:42:00,2,0,0,NA,"N","ANGLE","RAIN","DARK - LIGHTED","MCMURRAY DR & WHISPERING HILLS DR","NASHVILLE","MIDTOW",36.06035,-86.72225,"","37211","2024","September","Fall","00","Sunday","Weekend","No Injuries","No Fatalities"
1.00002055116789e-313,2024-09-28 05:00:00,2,0,0,NA,"N","SIDESWIPE - SAME DIRECTION","RAIN","DARK - LIGHTED","RAMP 211B & 211B","NASHVILLE","HERMIT",36.15715,-86.75987,"","37210","2024","September","Fall","05","Saturday","Weekend","No Injuries","No Fatalities"
1.00002055151374e-313,2024-09-29 00:26:00,2,0,0,NA,"Y","Front to Rear","RAIN","DARK - LIGHTED","UNKNOWN RAMP  &  ROAD","NASHVILLE","SOUTH",36.17667,-86.7733,"MOTOR VEHICLE IN TRANSPORT","37211","2024","September","Fall","00","Sunday","Weekend","No Injuries","No Fatalities"
1.00002055161255e-313,2024-09-29 02:30:00,2,0,0,NA,"N","ANGLE","RAIN","DARK - NOT LIGHTED","HARDING PL & LYNN DR","NASHVILLE","MIDTOW",36.08016,-86.74972,"","37211","2024","September","Fall","02","Sunday","Weekend","No Injuries","No Fatalities"
1.00002055171136e-313,2024-09-29 02:00:00,2,0,0,NA,"Y","SIDESWIPE - SAME DIRECTION","RAIN","DARK - LIGHTED","SHELBY AVE & S 4TH ST","NASHVILLE","EAST",36.16705,-86.76344,"","37206","2024","September","Fall","02","Sunday","Weekend","No Injuries","No Fatalities"
1.00002055393466e-313,2024-09-29 02:58:00,2,5,0,NA,"N","ANGLE","RAIN","DARK - LIGHTED","26TH AVE N & ROSA L PARKS BLVD","NASHVILLE","NORTH",36.19045,-86.81791,"MOTOR VEHICLE IN TRANSPORT","37208","2024","September","Fall","02","Sunday","Weekend","Injuries","No Fatalities"
1.00002055413229e-313,2024-09-29 02:45:00,4,0,0,NA,"N","SIDESWIPE - SAME DIRECTION","RAIN","DARK - NOT LIGHTED","","NASHVILLE","MIDTOW",36.07721,-86.73864,"PARKED MOTOR VEHICLE","37211","2024","September","Fall","02","Sunday","Weekend","No Injuries","No Fatalities"
1.00002055581211e-313,2024-09-29 02:00:00,2,1,0,NA,"N","ANGLE","RAIN","DARK - LIGHTED","LAVERGNE COUCHVILLE PIKE & MURFREESBORO","ANTIOCH","SOUTH",36.0294,-86.59027,"MOTOR VEHICLE IN TRANSPORT","37013","2024","September","Fall","02","Sunday","Weekend","Injuries","No Fatalities"
1.00002055838125e-313,2024-09-29 00:20:00,2,0,0,NA,"N","REAR-TO-REAR","RAIN","DARK - LIGHTED","EDGE O LAKE DR & MURFREESBORO RD","NASHVILLE","HERMIT",36.07973,-86.64363,"","37217","2024","September","Fall","00","Sunday","Weekend","No Injuries","No Fatalities"
1.00002056050573e-313,2024-09-29 04:15:00,2,0,0,NA,"N","ANGLE","RAIN","DARK - LIGHTED","DICKERSON PIKE & TUCKAHOE DR","NASHVILLE","MADISO",36.2624,-86.7574,"","37207","2024","September","Fall","04","Sunday","Weekend","No Injuries","No Fatalities"
1.00002056198793e-313,2024-09-29 03:56:00,3,0,0,NA,"N","HEAD-ON","RAIN","DARK - NOT LIGHTED","SMITH SPRINGS TOWNHOMES & GONDOLA DR","ANTIOCH","SOUTH",36.08387,-86.6007,"MOTOR VEHICLE IN TRANSPORT","37013","2024","September","Fall","03","Sunday","Weekend","No Injuries","No Fatalities"
1.00002056287725e-313,2024-09-29 04:40:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - NOT LIGHTED","PERIMETER HILL DR & ANTIOCH PIKE","NASHVILLE","SOUTH",36.08551,-86.69085,"CURB","37211","2024","September","Fall","04","Sunday","Weekend","No Injuries","No Fatalities"
1.0000205648041e-313,2024-09-29 05:06:00,1,0,0,NA,"Y","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","ORIEL AVE & GLENROSE AVE","NASHVILLE","SOUTH",36.12356,-86.737,"DITCH","37210","2024","September","Fall","05","Sunday","Weekend","No Injuries","No Fatalities"
1.00002056949773e-313,2024-09-29 05:50:00,2,0,0,NA,"N","Front to Rear","RAIN","DARK - LIGHTED","BROADWAY PL & 5TH AVE N","NASHVILLE","CENTRA",36.16033,-86.77867,"","37203","2024","September","Fall","05","Sunday","Weekend","No Injuries","No Fatalities"
1.00002057443838e-313,2024-09-29 07:05:00,2,1,0,NA,"Y","ANGLE","RAIN","DARK - LIGHTED","MM 48 2 I-24","NASHVILLE","EAST",36.17432,-86.77068,"MOTOR VEHICLE IN TRANSPORT","37206","2024","September","Fall","07","Sunday","Weekend","Injuries","No Fatalities"
1.00002057587117e-313,2024-09-29 07:30:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","MM 89 6 I-65","NASHVILLE","EAST",36.23599,-86.76294,"CONCRETE TRAFFIC BARRIER","37207","2024","September","Fall","07","Sunday","Weekend","No Injuries","No Fatalities"
1.00002057616761e-313,2024-09-29 07:40:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","MM 49 0 I-24","NASHVILLE","EAST",36.16542,-86.7642,"OTHER FIXED OBJECTS","37206","2024","September","Fall","07","Sunday","Weekend","No Injuries","No Fatalities"
1.00002057720515e-313,2024-09-29 05:00:00,1,0,0,NA,"Y","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","DEMONBREUN ST & 14TH AVE S","NASHVILLE","MIDTOW",36.15358,-86.78862,"PAVED SURFACE-IRREGULAR","37203","2024","September","Fall","05","Sunday","Weekend","No Injuries","No Fatalities"
1.00002057794625e-313,2024-09-29 08:20:00,2,1,0,NA,"Y","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","MM 55 6 I-24","NASHVILLE","SOUTH",36.08815,-86.70179,"MOTOR VEHICLE IN TRANSPORT;WALL","37211","2024","September","Fall","08","Sunday","Weekend","Injuries","No Fatalities"
1.0000205783415e-313,2024-09-29 07:25:00,2,0,0,NA,"Y","ANGLE","RAIN","DARK - LIGHTED","EWING DR & OAK VALLEY DR","NASHVILLE","EAST",36.22985,-86.76107,"MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE","37207","2024","September","Fall","07","Sunday","Weekend","No Injuries","No Fatalities"
1.00002057888497e-313,2024-09-29 08:52:00,2,0,0,NA,"N","Front to Rear","RAIN","DARK - LIGHTED","MM 55 6 I-24","NASHVILLE","SOUTH",36.08827,-86.70183,"MOTOR VEHICLE IN TRANSPORT","37211","2024","September","Fall","08","Sunday","Weekend","No Injuries","No Fatalities"
1.00002057947785e-313,2024-09-29 05:00:00,1,2,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","BRILEY PKWY & TWO RIVERS CT","NASHVILLE","HERMIT",36.18063,-86.69578,"DITCH","37214","2024","September","Fall","05","Sunday","Weekend","Injuries","No Fatalities"
1.00002057957667e-313,2024-09-29 09:00:00,2,1,0,NA,"N","Front to Rear","RAIN","DARK - LIGHTED","MURFREESBORO PIKE & MURFREESBORO RD","NASHVILLE","SOUTH",36.1078,-86.67697,"MOTOR VEHICLE IN TRANSPORT","37217","2024","September","Fall","09","Sunday","Weekend","Injuries","No Fatalities"
1.00002057967548e-313,2024-09-29 09:23:00,2,0,0,NA,"Y","Front to Rear","RAIN","DARK - LIGHTED","MM 50 0 I-40","NASHVILLE","HERMIT",36.15404,-86.75744,"MOTOR VEHICLE IN TRANSPORT","37210","2024","September","Fall","09","Sunday","Weekend","No Injuries","No Fatalities"
1.0000205806142e-313,2024-09-29 09:51:00,2,1,0,NA,"Y","Front to Rear","RAIN","DARK - LIGHTED","WILLIAM TURNER PKWY & CENTURY FARMS PKWY","ANTIOCH","SOUTH",36.03908,-86.64955,"MOTOR VEHICLE IN TRANSPORT","37013","2024","September","Fall","09","Sunday","Weekend","Injuries","No Fatalities"
1.00002058160234e-313,2024-09-29 10:30:00,2,0,0,NA,"N","ANGLE","RAIN","DARK - LIGHTED","MM 211 0 I-40","NASHVILLE","HERMIT",36.15432,-86.75914,"MOTOR VEHICLE IN TRANSPORT","37210","2024","September","Fall","10","Sunday","Weekend","No Injuries","No Fatalities"
1.00002058170115e-313,2024-09-29 10:24:00,3,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","BRENTWOOD SQ & OLD HICKORY BLVD","NASHVILLE","MIDTOW",36.04196,-86.74224,"PARKED MOTOR VEHICLE;EMBANKMENT EARTH","37211","2024","September","Fall","10","Sunday","Weekend","No Injuries","No Fatalities"
1.00002058486317e-313,2024-09-29 12:00:00,2,1,0,NA,"N","ANGLE","RAIN","DAYLIGHT","OCALA DR & NOLENSVILLE PIKE","NASHVILLE","SOUTH",36.05154,-86.71425,"MOTOR VEHICLE IN TRANSPORT","37211","2024","September","Fall","12","Sunday","Weekend","Injuries","No Fatalities"
1.00002059005086e-313,2024-09-29 12:14:00,2,0,0,NA,"Y","Front to Rear","RAIN","DAYLIGHT","MT VIEW RD & MONROE XING","ANTIOCH","SOUTH",36.04315,-86.63321,"MOTOR VEHICLE IN TRANSPORT","37013","2024","September","Fall","12","Sunday","Weekend","No Injuries","No Fatalities"
1.00002060482342e-313,2024-09-29 05:00:00,2,0,0,NA,"N","SIDESWIPE - SAME DIRECTION","RAIN","DAYLIGHT","MM 205 0 I-40","NASHVILLE","WEST",36.15412,-86.8373,"","37209","2024","September","Fall","05","Sunday","Weekend","No Injuries","No Fatalities"
1.00002062438842e-313,2024-09-30 00:26:00,2,0,0,NA,"Y","SIDESWIPE - OPPOSITE DIRECTION","RAIN","DARK - LIGHTED","MCGAVOCK PIKE & PARK DR","NASHVILLE","HERMIT",36.17066,-86.67926,"MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE","37214","2024","September","Fall","00","Monday","Weekday","No Injuries","No Fatalities"
1.00002062587062e-313,2024-09-30 00:50:00,2,1,0,NA,"N","Front to Rear","RAIN","DARK - LIGHTED","MM 52 0 I-24","NASHVILLE","SOUTH",36.13503,-86.72708,"MOTOR VEHICLE IN TRANSPORT","37210","2024","September","Fall","00","Monday","Weekday","Injuries","No Fatalities"
1.00002062740222e-313,2024-09-30 01:15:00,2,0,0,NA,"N","SIDESWIPE - OPPOSITE DIRECTION","RAIN","DARK - LIGHTED","CHARLOTTE PIKE & AMERICAN RD","NASHVILLE","WEST",36.14447,-86.87273,"MOTOR VEHICLE IN TRANSPORT","37209","2024","September","Fall","01","Monday","Weekday","No Injuries","No Fatalities"
1.00002063135475e-313,2024-09-30 02:16:00,4,2,0,NA,"Y","Front to Rear","RAIN","DARK - LIGHTED","","NASHVILLE","HERMIT",36.14391,-86.73853,"MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE","37210","2024","September","Fall","02","Monday","Weekday","Injuries","No Fatalities"
1.00002063145356e-313,2024-09-30 02:15:00,2,1,0,NA,"N","ANGLE","RAIN","DARK - NOT LIGHTED","N 16TH ST & WOODLAND ST","NASHVILLE","EAST",36.17735,-86.74184,"MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE","37206","2024","September","Fall","02","Monday","Weekday","Injuries","No Fatalities"
1.00002064222419e-313,2024-09-30 04:06:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - NOT LIGHTED","CENTRAL PIKE & THE COLONNADE APARTMENTS","HERMITAGE","HERMIT",36.17249,-86.59512,"DITCH","37076","2024","September","Fall","04","Monday","Weekday","No Injuries","No Fatalities"
1.00002065996115e-313,2024-09-30 10:12:00,2,2,0,NA,"N","ANGLE","RAIN","DARK - LIGHTED","RURAL HILL RD & MURFREESBORO RD","ANTIOCH","SOUTH",36.07444,-86.63865,"MOTOR VEHICLE IN TRANSPORT","37013","2024","September","Fall","10","Monday","Weekday","Injuries","No Fatalities"
1.00002066020818e-313,2024-09-30 05:00:00,2,0,0,NA,"N","Front to Rear","RAIN","DARK - LIGHTED","MM 211 2 I-24","NASHVILLE","HERMIT",36.15364,-86.75662,"","37210","2024","September","Fall","05","Monday","Weekday","No Injuries","No Fatalities"
1.00002066495121e-313,2024-09-29 08:55:00,1,0,0,NA,"Y","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","TORBAY DR & WALES CT","NASHVILLE","SOUTH",36.07363,-86.7133,"FENCE;Ran Off Road-Right;EMBANKMENT EARTH","37211","2024","September","Fall","08","Sunday","Weekend","No Injuries","No Fatalities"
1.00002385873976e-313,2024-10-31 05:00:00,2,0,0,NA,"N","ANGLE","RAIN","DUSK","BRILEY PKWY & CASTLEWOOD DR","NASHVILLE","HERMIT",36.17478,-86.69047,"MOTOR VEHICLE IN TRANSPORT","37214","2024","October","Fall","05","Thursday","Weekday","No Injuries","No Fatalities"
1.00002385933264e-313,2024-10-31 05:00:00,1,1,0,NA,"N","UNKNOWN","RAIN","DARK - LIGHTED","2600 GALLATIN PIKE","NASHVILLE","EAST",36.19716,-86.74189,"UNKNOWN MOST HARMFUL EVENT","37206","2024","October","Fall","05","Thursday","Weekday","Injuries","No Fatalities"
1.00002386699066e-313,2024-10-31 05:00:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","ELM HILL PIKE & AIR LANE DR","NASHVILLE","HERMIT",36.15042,-86.6973,"DITCH;Ran Off Road-Right","37210","2024","October","Fall","05","Thursday","Weekday","No Injuries","No Fatalities"
1.0000238687693e-313,2024-11-01 00:35:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - NOT LIGHTED","EDMONDSON PIKE & HOLT RD","BRENTWOOD","MIDTOW",36.01559,-86.7406,"DITCH","37027","2024","November","Fall","00","Friday","Weekday","No Injuries","No Fatalities"
1.00002386916455e-313,2024-10-31 05:00:00,2,0,0,NA,"N","Front to Rear","RAIN","DARK - NOT LIGHTED","MM 208 8 I-40","NASHVILLE","CENTRA",36.15905,-86.79175,"","37203","2024","October","Fall","05","Thursday","Weekday","No Injuries","No Fatalities"
1.00002386921396e-313,2024-10-31 05:00:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","KENDALL DR & WHITE BRIDGE RD","NASHVILLE","WEST",36.13949,-86.85762,"","37209","2024","October","Fall","05","Thursday","Weekday","No Injuries","No Fatalities"
1.00002386941158e-313,2024-11-01 00:45:00,1,1,0,NA,"Y","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - NOT LIGHTED","GALLATIN RD & WELWORTH ST","MADISON","MADISO",36.2823,-86.70744,"PEDESTRIAN","37115","2024","November","Fall","00","Friday","Weekday","Injuries","No Fatalities"
1.00002387025149e-313,2024-11-01 01:01:00,2,0,0,NA,"N","ANGLE","RAIN","DARK - LIGHTED","700 8TH AVE S","NASHVILLE","CENTRA",36.1506,-86.77925,"","37203","2024","November","Fall","01","Friday","Weekday","No Injuries","No Fatalities"
1.00002387262301e-313,2024-11-01 01:30:00,2,0,0,NA,"N","Front to Rear","RAIN","DARK - LIGHTED","MURPHY RD & WESTLAWN PL","NASHVILLE","WEST",36.1407,-86.83307,"","37209","2024","November","Fall","01","Friday","Weekday","No Injuries","No Fatalities"
1.00002387277123e-313,2024-10-31 05:00:00,1,0,0,NA,"N","UNKNOWN","RAIN","DARK - LIGHTED","MM 47 2 I-24","NASHVILLE","CENTRA",36.18585,-86.77588,"UNKNOWN MOST HARMFUL EVENT","37207","2024","October","Fall","05","Thursday","Weekday","No Injuries","No Fatalities"
1.0000238755874e-313,2024-11-01 02:49:00,2,0,0,NA,"Y","Front to Rear","RAIN","DARK - LIGHTED","MCGAVOCK PIKE & GALLATIN PIKE","NASHVILLE","EAST",36.20502,-86.73758,"MOTOR VEHICLE IN TRANSPORT","37216","2024","November","Fall","02","Friday","Weekday","No Injuries","No Fatalities"
1.00002387608147e-313,2024-11-01 01:35:00,2,0,0,NA,"Y","SIDESWIPE - SAME DIRECTION","RAIN","DARK - LIGHTED","MM 86 2 I-65","NASHVILLE","CENTRA",36.19185,-86.7803,"","37207","2024","November","Fall","01","Friday","Weekday","No Injuries","No Fatalities"
1.00002387672375e-313,2024-11-01 02:47:00,2,1,0,NA,"N","ANGLE","RAIN","DARK - LIGHTED","LINBAR DR & WALLACE RD","NASHVILLE","SOUTH",36.08236,-86.70215,"MOTOR VEHICLE IN TRANSPORT","37211","2024","November","Fall","02","Friday","Weekday","Injuries","No Fatalities"
1.00002387751426e-313,2024-11-01 02:12:00,2,0,0,NA,"Y","Front to Rear","RAIN","DARK - LIGHTED","ROSA L PARKS BLVD & DOMINICAN DR","NASHVILLE","NORTH",36.1877,-86.79841,"","37208","2024","November","Fall","02","Friday","Weekday","No Injuries","No Fatalities"
1.00002387879883e-313,2024-11-01 03:00:00,2,1,0,NA,"N","ANGLE","RAIN","DARK - LIGHTED","BRILEY PKWY & 215B","NASHVILLE","HERMIT",36.14386,-86.69753,"MOTOR VEHICLE IN TRANSPORT","37217","2024","November","Fall","03","Friday","Weekday","Injuries","No Fatalities"
1.00002387909527e-313,2024-10-31 05:00:00,2,0,0,NA,"Y","SIDESWIPE - SAME DIRECTION","RAIN","DARK - LIGHTED","W TRINITY LN & BRICK CHURCH PIKE","NASHVILLE","NORTH",36.20653,-86.7767,"MOTOR VEHICLE IN TRANSPORT","37207","2024","October","Fall","05","Thursday","Weekday","No Injuries","No Fatalities"
1.00002388205966e-313,2024-11-01 03:20:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","NOLENSVILLE PIKE & AUTUMN OAKS DR","ANTIOCH","SOUTH",36.00556,-86.69882,"","37013","2024","November","Fall","03","Friday","Weekday","No Injuries","No Fatalities"
1.00002388616041e-313,2024-11-01 05:05:00,2,0,0,NA,"Y","Front to Rear","RAIN","DARK - LIGHTED","TUSCULUM RD & JERI CT","NASHVILLE","SOUTH",36.05246,-86.68442,"PARKED MOTOR VEHICLE;Motor Vehicle-In-Motion Outside Trafficw","37211","2024","November","Fall","05","Friday","Weekday","No Injuries","No Fatalities"
1.00002440305189e-313,2024-11-06 11:50:00,2,0,0,NA,"N","Front to Rear","RAIN","DAWN","RAMP 209B & I-40","NASHVILLE","CENTRA",36.15131,-86.78582,"MOTOR VEHICLE IN TRANSPORT","37203","2024","November","Fall","11","Wednesday","Weekday","No Injuries","No Fatalities"
1.00002440423764e-313,2024-11-06 12:10:00,2,0,0,NA,"N","Front to Rear","RAIN","DARK - LIGHTED","MM 209 8 I-40","NASHVILLE","CENTRA",36.14902,-86.78021,"MOTOR VEHICLE IN TRANSPORT","37203","2024","November","Fall","12","Wednesday","Weekday","No Injuries","No Fatalities"
1.00002440522578e-313,2024-11-06 12:10:00,2,0,0,NA,"N","Front to Rear","RAIN","DAYLIGHT","CLARKSVILLE PIKE & OLD HICKORY BLVD","JOELTON","NORTH",36.27938,-86.87347,"MOTOR VEHICLE IN TRANSPORT","37080","2024","November","Fall","12","Wednesday","Weekday","No Injuries","No Fatalities"
1.00002446742864e-313,2024-11-06 06:00:00,2,1,0,NA,"N","Front to Rear","RAIN","DARK - LIGHTED","N 1ST ST & JAMES ROBERTSON PKWY","NASHVILLE","CENTRA",36.17015,-86.7728,"MOTOR VEHICLE IN TRANSPORT","37213","2024","November","Fall","06","Wednesday","Weekday","Injuries","No Fatalities"
1.00002447172701e-313,2024-11-07 00:09:00,3,0,0,NA,"N","Front to Rear","RAIN","DARK - LIGHTED","MM 207 0 I-40","NASHVILLE","NORTH",36.16955,-86.81157,"MOTOR VEHICLE IN TRANSPORT","37208","2024","November","Fall","00","Thursday","Weekday","No Injuries","No Fatalities"
1.00002447266574e-313,2024-11-07 00:25:00,2,0,0,NA,"Y","ANGLE","RAIN","DARK - LIGHTED","16TH AVE N & CLINTON ST","NASHVILLE","NORTH",36.16324,-86.7987,"MOTOR VEHICLE IN TRANSPORT","37203","2024","November","Fall","00","Thursday","Weekday","No Injuries","No Fatalities"
1.00002447335743e-313,2024-11-07 00:32:00,2,0,0,NA,"N","Front to Rear","RAIN","DARK - LIGHTED","CLARKSVILLE PIKE & S HAMILTON RD","NASHVILLE","NORTH",36.19353,-86.83102,"","37218","2024","November","Fall","00","Thursday","Weekday","No Injuries","No Fatalities"
1.00002447577835e-313,2024-11-07 00:40:00,1,0,0,NA,"Y","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - NOT LIGHTED","OAKVIEW DR & BRILEY PKWY","NASHVILLE","MADISO",36.24089,-86.76661,"WALL","37207","2024","November","Fall","00","Thursday","Weekday","No Injuries","No Fatalities"
1.00002448793236e-313,2024-11-07 04:46:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - NOT LIGHTED","OLD HICKORY BLVD & SULPHUR CREEK RD","ASHLAND CITY","NORTH",36.24388,-86.90462,"","37015","2024","November","Fall","04","Thursday","Weekday","No Injuries","No Fatalities"
1.00002460369195e-313,2024-11-08 02:47:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","OLD HICKORY BLVD & BELLE VALLEY DR","NASHVILLE","WEST",36.10358,-86.92195,"DEER (ANIMAL)","37221","2024","November","Fall","02","Friday","Weekday","No Injuries","No Fatalities"
1.00002460458126e-313,2024-11-08 03:18:00,3,3,0,NA,"N","HEAD-ON","RAIN","DARK - NOT LIGHTED","COLEY DAVIS RD & HARPETH RIVER GREENWAY","NASHVILLE","WEST",36.07866,-86.95593,"MOTOR VEHICLE IN TRANSPORT","37221","2024","November","Fall","03","Friday","Weekday","Injuries","No Fatalities"
1.00002460502592e-313,2024-11-08 02:17:00,2,0,0,NA,"N","Front to Rear","RAIN","DARK - LIGHTED","HILLSBORO PIKE & CRESTMOOR RD","NASHVILLE","WEST",36.10704,-86.81293,"","37215","2024","November","Fall","02","Friday","Weekday","No Injuries","No Fatalities"
1.00002461095471e-313,2024-11-08 04:11:00,2,1,0,NA,"Y","SIDESWIPE - SAME DIRECTION","RAIN","DARK - LIGHTED","MM 49 8 I-24","NASHVILLE","CENTRA",36.15681,-86.76051,"MOTOR VEHICLE IN TRANSPORT","37210","2024","November","Fall","04","Friday","Weekday","Injuries","No Fatalities"
1.00002461396851e-313,2024-11-08 04:37:00,2,1,0,NA,"N","Front to Rear","RAIN","DARK - LIGHTED","MM 210 6 I-40","NASHVILLE","CENTRA",36.1533,-86.76477,"MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE","37210","2024","November","Fall","04","Friday","Weekday","Injuries","No Fatalities"
1.00002462424508e-313,2024-11-08 06:00:00,1,0,0,NA,"Y","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","HAMILTON CHURCH RD & LAVERGNE COUCHVILLE","ANTIOCH","SOUTH",36.05419,-86.57308,"GUARDRAIL FACE","37013","2024","November","Fall","06","Friday","Weekday","No Injuries","No Fatalities"
1.00002331210553e-313,2024-10-26 05:00:00,2,1,0,NA,"N","ANGLE","RAIN","DAYLIGHT","MM 215 4 I-40","NASHVILLE","HERMIT",36.14327,-86.6864,"MOTOR VEHICLE IN TRANSPORT","37214","2024","October","Fall","05","Saturday","Weekend","Injuries","No Fatalities"
1.00002519894224e-313,2024-11-14 00:22:00,2,0,0,NA,"Y","ANGLE","RAIN","DARK - LIGHTED","WHISPERING HILLS DR & EDMONDSON PIKE","NASHVILLE","MIDTOW",36.07206,-86.73269,"MOTOR VEHICLE IN TRANSPORT","37211","2024","November","Fall","00","Thursday","Weekday","No Injuries","No Fatalities"
1.00002520432755e-313,2024-11-14 02:04:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - NOT LIGHTED","WHITES CREEK PIKE & BEAR HOLLOW RD","WHITES CREEK","NORTH",36.30548,-86.86091,"","37189","2024","November","Fall","02","Thursday","Weekday","No Injuries","No Fatalities"
1.00002520684729e-313,2024-11-14 03:11:00,2,2,0,NA,"Y","ANGLE","RAIN","DARK - NOT LIGHTED","NOLENSVILLE RD & NORTHCREST DR","NASHVILLE","SOUTH",36.06648,-86.71786,"MOTOR VEHICLE IN TRANSPORT","37211","2024","November","Fall","03","Thursday","Weekday","Injuries","No Fatalities"
1.00002520981168e-313,2024-11-14 03:38:00,2,0,0,NA,"N","Front to Rear","RAIN","DARK - LIGHTED","MURFREESBORO PIKE & ELM HILL PIKE","NASHVILLE","SOUTH",36.14465,-86.7499,"MOTOR VEHICLE IN TRANSPORT","37210","2024","November","Fall","03","Thursday","Weekday","No Injuries","No Fatalities"
1.00002521154091e-313,2024-11-14 03:50:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","ANTIOCH PIKE & DUMAS DR","NASHVILLE","SOUTH",36.10065,-86.72418,"UTILITY POLE","37211","2024","November","Fall","03","Thursday","Weekday","No Injuries","No Fatalities"
1.0000252129737e-313,2024-11-13 06:00:00,2,0,0,NA,"Y","UNKNOWN","RAIN","DARK - LIGHTED","BEECHWOOD AVE & SWEETBRIAR AVE","NASHVILLE","MIDTOW",36.12529,-86.79011,"PARKED MOTOR VEHICLE","37212","2024","November","Fall","06","Wednesday","Weekday","No Injuries","No Fatalities"
1.00002521312192e-313,2024-11-14 03:40:00,2,0,0,NA,"Y","SIDESWIPE - SAME DIRECTION","RAIN","DARK - LIGHTED","MCFERRIN AVE & SILVERDENE PL","NASHVILLE","EAST",36.17598,-86.75558,"PARKED MOTOR VEHICLE","37206","2024","November","Fall","03","Thursday","Weekday","No Injuries","No Fatalities"
